,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,gabor,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,0,k10,clipboard,R,H,classroom,0,scaled,k10_large_clipboard_R_H.png,large,c,1,785,0,4,k10_large_clipboard_R_H.png,119735,1097923,55,Woman
1,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,1,k4,pot,R,H,kitchen,1,scaled,k4_large_pot_R_H.png,large,c,1,564,1,4,k4_large_pot_R_H.png,119735,1097923,55,Woman
2,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,2,c6,flashdrive,L,V,classroom,1,misscaled,c6_large_flashdrive_L_V.png,large,m,1,1828,2,6,c6_large_flashdrive_L_V.png,119735,1097923,55,Woman
3,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,3,c4,sponge,L,V,kitchen,0,misscaled,c4_large_sponge_L_V.png,large,m,1,639,3,7,c4_large_sponge_L_V.png,119735,1097923,55,Woman
4,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,4,c0,spoon,R,H,kitchen,0,misscaled,c0_large_spoon_R_H.png,large,c,1,1050,4,7,c0_large_spoon_R_H.png,119735,1097923,55,Woman
5,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,5,k8,toaster,L,V,kitchen,1,scaled,k8_large_toaster_L_V.png,large,m,1,1266,5,4,k8_large_toaster_L_V.png,119735,1097923,55,Woman
6,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,6,c8,saltshaker,L,V,kitchen,0,misscaled,c8_large_saltshaker_L_V.png,large,m,1,717,6,6,c8_large_saltshaker_L_V.png,119735,1097923,55,Woman
7,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,7,k0,kettle,L,H,kitchen,1,scaled,k0_large_kettle_L_H.png,large,c,1,921,7,4,k0_large_kettle_L_H.png,119735,1097923,55,Woman
8,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,8,k6,binderclip,R,H,classroom,0,misscaled,k6_large_binderclip_R_H.png,large,c,1,1039,8,4,k6_large_binderclip_R_H.png,119735,1097923,55,Woman
9,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,9,c2,eraser,R,V,classroom,1,misscaled,c2_large_eraser_R_V.png,large,m,1,810,9,7,c2_large_eraser_R_V.png,119735,1097923,55,Woman
10,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,10,c10,laptop,R,H,classroom,1,scaled,c10_large_laptop_R_H.png,large,c,1,923,10,4,c10_large_laptop_R_H.png,119735,1097923,55,Woman
11,989662,Gabor-Discrimination,v2,jsons/s3_even.json,1366,633,1366,768,2-5-2024,16-56-16,1,11,k2,notebook,L,V,classroom,0,scaled,k2_large_notebook_L_V.png,large,m,1,785,11,4,k2_large_notebook_L_V.png,119735,1097923,55,Woman
