,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,gabor,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,0,k7,sponge,R,V,kitchen,1,misscaled,k7_large_sponge_R_V.png,large,m,1,2506,0,6,k7_large_sponge_R_V.png,121539,252154,21,None of these describe me
1,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,1,c9,binderclip,R,V,classroom,1,misscaled,c9_large_binderclip_R_V.png,large,c,0,2701,1,7,c9_large_binderclip_R_V.png,121539,252154,21,None of these describe me
2,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,2,k9,flashdrive,R,H,classroom,0,misscaled,k9_large_flashdrive_R_H.png,large,m,0,4401,2,7,k9_large_flashdrive_R_H.png,121539,252154,21,None of these describe me
3,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,3,c5,notebook,R,H,classroom,1,scaled,c5_large_notebook_R_H.png,large,c,1,4249,3,6,c5_large_notebook_R_H.png,121539,252154,21,None of these describe me
4,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,4,c11,toaster,L,V,kitchen,0,scaled,c11_large_toaster_L_V.png,large,m,1,1138,4,4,c11_large_toaster_L_V.png,121539,252154,21,None of these describe me
5,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,5,c1,laptop,L,H,classroom,1,scaled,c1_large_laptop_L_H.png,large,c,1,1335,5,4,c1_large_laptop_L_H.png,121539,252154,21,None of these describe me
6,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,6,c7,pot,L,H,kitchen,0,scaled,c7_large_pot_L_H.png,large,c,1,1213,6,4,c7_large_pot_L_H.png,121539,252154,21,None of these describe me
7,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,7,k3,spoon,L,H,kitchen,1,misscaled,k3_large_spoon_L_H.png,large,c,1,1203,7,7,k3_large_spoon_L_H.png,121539,252154,21,None of these describe me
8,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,8,k1,clipboard,L,H,classroom,0,scaled,k1_large_clipboard_L_H.png,large,c,1,761,8,4,k1_large_clipboard_L_H.png,121539,252154,21,None of these describe me
9,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,9,c3,kettle,L,V,kitchen,0,scaled,c3_large_kettle_L_V.png,large,m,1,1158,9,5,c3_large_kettle_L_V.png,121539,252154,21,None of these describe me
10,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,10,k5,eraser,R,V,classroom,0,misscaled,k5_large_eraser_R_V.png,large,m,1,1641,10,6,k5_large_eraser_R_V.png,121539,252154,21,None of these describe me
11,575120,Gabor-Discrimination,v2,jsons/s10_odd.json,1597,909,1920,1080,2-5-2024,23-49-37,1,11,k11,saltshaker,R,V,kitchen,1,misscaled,k11_large_saltshaker_R_V.png,large,m,1,1549,11,7,k11_large_saltshaker_R_V.png,121539,252154,21,None of these describe me
