,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,gabor,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,0,k10,spoon,L,V,kitchen,1,misscaled,k10_large_spoon_L_V.png,large,m,1,1784,0,5,k10_large_spoon_L_V.png,124767,221140,25,Woman
1,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,1,c0,eraser,R,H,classroom,1,misscaled,c0_large_eraser_R_H.png,large,c,1,1306,1,7,c0_large_eraser_R_H.png,124767,221140,25,Woman
2,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,2,k8,clipboard,L,V,classroom,0,scaled,k8_large_clipboard_L_V.png,large,m,1,923,2,4,k8_large_clipboard_L_V.png,124767,221140,25,Woman
3,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,3,c2,sponge,R,H,kitchen,0,misscaled,c2_large_sponge_R_H.png,large,m,0,783,3,7,c2_large_sponge_R_H.png,124767,221140,25,Woman
4,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,4,k6,toaster,L,V,kitchen,1,scaled,k6_large_toaster_L_V.png,large,c,0,1714,4,5,k6_large_toaster_L_V.png,124767,221140,25,Woman
5,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,5,k2,pot,R,V,kitchen,1,scaled,k2_large_pot_R_V.png,large,m,1,1486,5,4,k2_large_pot_R_V.png,124767,221140,25,Woman
6,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,6,k0,notebook,L,H,classroom,0,scaled,k0_large_notebook_L_H.png,large,c,1,1237,6,5,k0_large_notebook_L_H.png,124767,221140,25,Woman
7,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,7,c4,flashdrive,L,V,classroom,1,misscaled,c4_large_flashdrive_L_V.png,large,m,1,1176,7,7,c4_large_flashdrive_L_V.png,124767,221140,25,Woman
8,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,8,c6,saltshaker,R,H,kitchen,0,misscaled,c6_large_saltshaker_R_H.png,large,c,1,1227,8,7,c6_large_saltshaker_R_H.png,124767,221140,25,Woman
9,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,9,c10,kettle,R,H,kitchen,0,scaled,c10_large_kettle_R_H.png,large,c,1,1549,9,5,c10_large_kettle_R_H.png,124767,221140,25,Woman
10,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,10,k4,binderclip,R,V,classroom,0,misscaled,k4_large_binderclip_R_V.png,large,m,1,2699,10,7,k4_large_binderclip_R_V.png,124767,221140,25,Woman
11,288777,Gabor-Discrimination,v2,jsons/s2_even.json,1440,900,1440,900,2-5-2024,21-33-19,1,11,c8,laptop,L,H,classroom,1,scaled,c8_large_laptop_L_H.png,large,c,1,744,11,5,c8_large_laptop_L_H.png,124767,221140,25,Woman
