,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,gabor,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,0,k8,flashdrive,R,V,classroom,0,misscaled,k8_large_flashdrive_R_V.png,large,m,1,1853,0,7,k8_large_flashdrive_R_V.png,182579,483095,25,Woman
1,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,1,k0,clipboard,R,V,classroom,0,scaled,k0_large_clipboard_R_V.png,large,m,1,840,1,5,k0_large_clipboard_R_V.png,182579,483095,25,Woman
2,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,2,k2,spoon,L,H,kitchen,1,misscaled,k2_large_spoon_L_H.png,large,c,1,1098,2,5,k2_large_spoon_L_H.png,182579,483095,25,Woman
3,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,3,c8,binderclip,L,V,classroom,1,misscaled,c8_large_binderclip_L_V.png,large,m,1,1334,3,7,c8_large_binderclip_L_V.png,182579,483095,25,Woman
4,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,4,c0,laptop,R,V,classroom,1,scaled,c0_large_laptop_R_V.png,large,m,1,1941,4,4,c0_large_laptop_R_V.png,182579,483095,25,Woman
5,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,5,c6,pot,L,H,kitchen,0,scaled,c6_large_pot_L_H.png,large,c,1,963,5,4,c6_large_pot_L_H.png,182579,483095,25,Woman
6,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,6,c2,kettle,R,H,kitchen,0,scaled,c2_large_kettle_R_H.png,large,c,1,1240,6,7,c2_large_kettle_R_H.png,182579,483095,25,Woman
7,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,7,k4,eraser,L,H,classroom,0,misscaled,k4_large_eraser_L_H.png,large,c,1,759,7,7,k4_large_eraser_L_H.png,182579,483095,25,Woman
8,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,8,c10,toaster,L,V,kitchen,0,scaled,c10_large_toaster_L_V.png,large,m,1,2096,8,5,c10_large_toaster_L_V.png,182579,483095,25,Woman
9,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,9,k6,sponge,L,H,kitchen,1,misscaled,k6_large_sponge_L_H.png,large,c,1,1221,9,7,k6_large_sponge_L_H.png,182579,483095,25,Woman
10,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,10,c4,notebook,R,H,classroom,1,scaled,c4_large_notebook_R_H.png,large,c,1,1117,10,5,c4_large_notebook_R_H.png,182579,483095,25,Woman
11,768413,Gabor-Discrimination,v2,jsons/s10_even.json,1920,945,1920,1080,2-5-2024,23-49-10,2,11,k10,saltshaker,R,V,kitchen,1,misscaled,k10_large_saltshaker_R_V.png,large,m,1,912,11,7,k10_large_saltshaker_R_V.png,182579,483095,25,Woman
