,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,0,k4,spoon,L,kitchen,1,scaled,k4_small_spoon_L.png,small,c,1,2563,0,4,k4_small_spoon_L.png,314883,509904,32,Man
1,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,1,c4,spoon,R,kitchen,0,misscaled,c4_large_spoon_R.png,large,m,1,3200,1,4,c4_large_spoon_R.png,314883,509904,32,Man
2,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,2,c1,pot,L,kitchen,0,scaled,c1_large_pot_L.png,large,c,1,1733,2,4,c1_large_pot_L.png,314883,509904,32,Man
3,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,3,c9,flashdrive,R,classroom,1,scaled,c9_small_flashdrive_R.png,small,m,1,3402,3,4,c9_small_flashdrive_R.png,314883,509904,32,Man
4,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,4,k7,clipboard,L,classroom,0,scaled,k7_large_clipboard_L.png,large,c,1,2703,4,4,k7_large_clipboard_L.png,314883,509904,32,Man
5,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,5,c0,notebook,L,classroom,1,scaled,c0_large_notebook_L.png,large,c,1,1920,5,4,c0_large_notebook_L.png,314883,509904,32,Man
6,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,6,c2,saltshaker,R,kitchen,0,misscaled,c2_large_saltshaker_R.png,large,m,1,1955,6,4,c2_large_saltshaker_R.png,314883,509904,32,Man
7,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,7,c7,clipboard,R,classroom,1,misscaled,c7_small_clipboard_R.png,small,m,1,3143,7,4,c7_small_clipboard_R.png,314883,509904,32,Man
8,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,8,c11,laptop,R,classroom,1,misscaled,c11_small_laptop_R.png,small,c,0,2671,8,4,c11_small_laptop_R.png,314883,509904,32,Man
9,387516,OSSe5,v2,jsons/s18.json,1364,619,1364,768,9-3-2023,9-19-10,1,9,k0,notebook,R,classroom,0,misscaled,k0_small_notebook_R.png,small,m,1,2806,9,4,k0_small_notebook_R.png,314883,509904,32,Man
