,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,0,k4,saltshaker,L,kitchen,1,misscaled,k4_large_saltshaker_L.png,large,c,1,4554,0,6,k4_large_saltshaker_L.png,320214,427743,30,Woman
1,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,1,c2,notebook,R,classroom,1,misscaled,c2_small_notebook_R.png,small,m,1,3890,1,2,c2_small_notebook_R.png,320214,427743,30,Woman
2,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,2,c6,spoon,R,kitchen,0,scaled,c6_small_spoon_R.png,small,m,1,2914,2,4,c6_small_spoon_R.png,320214,427743,30,Woman
3,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,3,c3,pot,R,kitchen,0,misscaled,c3_small_pot_R.png,small,m,1,2219,3,1,c3_small_pot_R.png,320214,427743,30,Woman
4,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,4,c0,kettle,R,kitchen,0,misscaled,c0_small_kettle_R.png,small,m,1,2218,4,3,c0_small_kettle_R.png,320214,427743,30,Woman
5,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,5,c1,laptop,L,classroom,1,misscaled,c1_small_laptop_L.png,small,c,1,1899,5,1,c1_small_laptop_L.png,320214,427743,30,Woman
6,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,6,c8,binderclip,L,classroom,1,misscaled,c8_large_binderclip_L.png,large,c,1,2649,6,7,c8_large_binderclip_L.png,320214,427743,30,Woman
7,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,7,k9,clipboard,R,classroom,0,misscaled,k9_small_clipboard_R.png,small,m,1,1555,7,3,k9_small_clipboard_R.png,320214,427743,30,Woman
8,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,8,k0,kettle,R,kitchen,1,scaled,k0_large_kettle_R.png,large,m,1,1482,8,5,k0_large_kettle_R.png,320214,427743,30,Woman
9,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,9,k10,eraser,R,classroom,0,scaled,k10_small_eraser_R.png,small,m,1,1850,9,2,k10_small_eraser_R.png,320214,427743,30,Woman
10,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,10,k7,toaster,L,kitchen,1,scaled,k7_large_toaster_L.png,large,c,1,5218,10,5,k7_large_toaster_L.png,320214,427743,30,Woman
11,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,11,c4,saltshaker,L,kitchen,0,scaled,c4_small_saltshaker_L.png,small,c,1,2171,11,4,c4_small_saltshaker_L.png,320214,427743,30,Woman
12,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,12,c11,flashdrive,L,classroom,1,misscaled,c11_large_flashdrive_L.png,large,c,1,2122,12,7,c11_large_flashdrive_L.png,320214,427743,30,Woman
13,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,13,k5,sponge,R,kitchen,1,misscaled,k5_large_sponge_R.png,large,m,1,2467,13,7,k5_large_sponge_R.png,320214,427743,30,Woman
14,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,14,k8,binderclip,L,classroom,0,scaled,k8_small_binderclip_L.png,small,c,1,1818,14,4,k8_small_binderclip_L.png,320214,427743,30,Woman
15,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,15,k11,flashdrive,R,classroom,0,scaled,k11_small_flashdrive_R.png,small,m,1,2172,15,4,k11_small_flashdrive_R.png,320214,427743,30,Woman
16,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,16,c7,toaster,L,kitchen,0,misscaled,c7_small_toaster_L.png,small,c,1,1808,16,4,c7_small_toaster_L.png,320214,427743,30,Woman
17,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,17,k3,pot,L,kitchen,1,scaled,k3_large_pot_L.png,large,c,1,2140,17,4,k3_large_pot_L.png,320214,427743,30,Woman
18,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,18,k6,spoon,R,kitchen,1,misscaled,k6_large_spoon_R.png,large,m,1,2305,18,6,k6_large_spoon_R.png,320214,427743,30,Woman
19,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,19,c10,eraser,L,classroom,1,misscaled,c10_large_eraser_L.png,large,c,1,1578,19,7,c10_large_eraser_L.png,320214,427743,30,Woman
20,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,20,k1,laptop,L,classroom,0,scaled,k1_large_laptop_L.png,large,c,1,1563,20,4,k1_large_laptop_L.png,320214,427743,30,Woman
21,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,21,c9,clipboard,R,classroom,1,scaled,c9_large_clipboard_R.png,large,m,1,1699,21,4,c9_large_clipboard_R.png,320214,427743,30,Woman
22,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,22,k2,notebook,L,classroom,0,scaled,k2_large_notebook_L.png,large,c,1,2657,22,5,k2_large_notebook_L.png,320214,427743,30,Woman
23,215586,OSSe5,v2,jsons/s8.json,1364,651,1364,768,9-2-2023,11-10-0,1,23,c5,sponge,R,kitchen,0,scaled,c5_small_sponge_R.png,small,m,1,2425,23,4,c5_small_sponge_R.png,320214,427743,30,Woman
