,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,0,k10,sponge,R,kitchen,1,misscaled,k10_large_sponge_R.png,large,m,1,2249,0,6,k10_large_sponge_R.png,481074,552020,1998,Man
1,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,1,c10,sponge,L,kitchen,0,scaled,c10_small_sponge_L.png,small,c,1,1546,1,2,c10_small_sponge_L.png,481074,552020,1998,Man
2,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,2,c0,toaster,R,kitchen,0,scaled,c0_large_toaster_R.png,large,m,1,1607,2,6,c0_large_toaster_R.png,481074,552020,1998,Man
3,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,3,c5,kettle,L,kitchen,0,misscaled,c5_small_kettle_L.png,small,c,1,1679,3,1,c5_small_kettle_L.png,481074,552020,1998,Man
4,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,4,k0,toaster,R,kitchen,1,misscaled,k0_small_toaster_R.png,small,m,1,1508,4,1,k0_small_toaster_R.png,481074,552020,1998,Man
5,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,5,k5,kettle,L,kitchen,1,scaled,k5_large_kettle_L.png,large,c,1,1625,5,5,k5_large_kettle_L.png,481074,552020,1998,Man
6,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,6,c6,laptop,R,classroom,1,misscaled,c6_small_laptop_R.png,small,m,1,1931,6,1,c6_small_laptop_R.png,481074,552020,1998,Man
7,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,7,k6,laptop,R,classroom,0,scaled,k6_large_laptop_R.png,large,m,1,1669,7,4,k6_large_laptop_R.png,481074,552020,1998,Man
8,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,8,k9,saltshaker,R,kitchen,1,misscaled,k9_large_saltshaker_R.png,large,m,1,1470,8,7,k9_large_saltshaker_R.png,481074,552020,1998,Man
9,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,9,k1,binderclip,L,classroom,0,misscaled,k1_large_binderclip_L.png,large,c,1,1202,9,7,k1_large_binderclip_L.png,481074,552020,1998,Man
10,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,10,c3,eraser,R,classroom,1,scaled,c3_small_eraser_R.png,small,m,1,1554,10,5,c3_small_eraser_R.png,481074,552020,1998,Man
11,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,11,c1,binderclip,L,classroom,1,scaled,c1_small_binderclip_L.png,small,c,1,1882,11,5,c1_small_binderclip_L.png,481074,552020,1998,Man
12,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,12,c4,flashdrive,R,classroom,1,scaled,c4_small_flashdrive_R.png,small,m,1,2251,12,5,c4_small_flashdrive_R.png,481074,552020,1998,Man
13,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,13,c11,spoon,L,kitchen,0,scaled,c11_small_spoon_L.png,small,c,1,1825,13,6,c11_small_spoon_L.png,481074,552020,1998,Man
14,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,14,c2,clipboard,R,classroom,1,misscaled,c2_small_clipboard_R.png,small,m,1,1770,14,3,c2_small_clipboard_R.png,481074,552020,1998,Man
15,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,15,k2,clipboard,L,classroom,0,scaled,k2_large_clipboard_L.png,large,c,1,3301,15,7,k2_large_clipboard_L.png,481074,552020,1998,Man
16,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,16,c8,pot,L,kitchen,0,misscaled,c8_small_pot_L.png,small,c,1,1778,16,1,c8_small_pot_L.png,481074,552020,1998,Man
17,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,17,k7,notebook,L,classroom,0,scaled,k7_large_notebook_L.png,large,c,1,1698,17,6,k7_large_notebook_L.png,481074,552020,1998,Man
18,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,18,c7,notebook,L,classroom,1,misscaled,c7_small_notebook_L.png,small,c,1,1782,18,3,c7_small_notebook_L.png,481074,552020,1998,Man
19,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,19,c9,saltshaker,R,kitchen,0,scaled,c9_small_saltshaker_R.png,small,m,1,2278,19,3,c9_small_saltshaker_R.png,481074,552020,1998,Man
20,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,20,k4,flashdrive,L,classroom,0,misscaled,k4_large_flashdrive_L.png,large,c,1,2442,20,7,k4_large_flashdrive_L.png,481074,552020,1998,Man
21,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,21,k3,eraser,R,classroom,0,misscaled,k3_large_eraser_R.png,large,m,1,1823,21,7,k3_large_eraser_R.png,481074,552020,1998,Man
22,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,22,k8,pot,R,kitchen,1,scaled,k8_large_pot_R.png,large,m,1,1654,22,5,k8_large_pot_R.png,481074,552020,1998,Man
23,419733,OSSe5,v2,jsons/s13.json,1364,619,1364,768,9-3-2023,12-24-9,1,23,k11,spoon,L,kitchen,1,misscaled,k11_large_spoon_L.png,large,c,1,1551,23,7,k11_large_spoon_L.png,481074,552020,1998,Man
