,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,0,c3,clipboard,R,classroom,1,scaled,c3_large_clipboard_R.png,large,m,1,2360,0,4,c3_large_clipboard_R.png,231733,433361,56,Man
1,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,1,k7,laptop,L,classroom,0,misscaled,k7_small_laptop_L.png,small,c,1,1599,1,1,k7_small_laptop_L.png,231733,433361,56,Man
2,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,2,c1,toaster,R,kitchen,0,misscaled,c1_small_toaster_R.png,small,m,1,1206,2,1,c1_small_toaster_R.png,231733,433361,56,Man
3,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,3,k11,sponge,R,kitchen,1,scaled,k11_small_sponge_R.png,small,m,1,1078,3,4,k11_small_sponge_R.png,231733,433361,56,Man
4,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,4,k0,spoon,L,kitchen,1,misscaled,k0_large_spoon_L.png,large,c,1,1182,4,4,k0_large_spoon_L.png,231733,433361,56,Man
5,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,5,c6,kettle,L,kitchen,0,scaled,c6_large_kettle_L.png,large,c,1,1392,5,3,c6_large_kettle_L.png,231733,433361,56,Man
6,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,6,k8,notebook,R,classroom,0,misscaled,k8_small_notebook_R.png,small,m,1,1321,6,3,k8_small_notebook_R.png,231733,433361,56,Man
7,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,7,k9,pot,L,kitchen,1,misscaled,k9_small_pot_L.png,small,c,1,1286,7,1,k9_small_pot_L.png,231733,433361,56,Man
8,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,8,k5,flashdrive,R,classroom,0,scaled,k5_small_flashdrive_R.png,small,m,1,1171,8,4,k5_small_flashdrive_R.png,231733,433361,56,Man
9,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,9,c11,sponge,R,kitchen,0,misscaled,c11_large_sponge_R.png,large,m,1,1251,9,7,c11_large_sponge_R.png,231733,433361,56,Man
10,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,10,c0,spoon,L,kitchen,0,scaled,c0_small_spoon_L.png,small,c,1,1203,10,4,c0_small_spoon_L.png,231733,433361,56,Man
11,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,11,c5,flashdrive,R,classroom,1,misscaled,c5_large_flashdrive_R.png,large,m,1,1695,11,5,c5_large_flashdrive_R.png,231733,433361,56,Man
12,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,12,k2,binderclip,R,classroom,0,scaled,k2_small_binderclip_R.png,small,m,1,2017,12,4,k2_small_binderclip_R.png,231733,433361,56,Man
13,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,13,c8,notebook,L,classroom,1,scaled,c8_large_notebook_L.png,large,c,1,1549,13,4,c8_large_notebook_L.png,231733,433361,56,Man
14,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,14,c9,pot,L,kitchen,0,scaled,c9_large_pot_L.png,large,c,1,2000,14,4,c9_large_pot_L.png,231733,433361,56,Man
15,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,15,c4,eraser,L,classroom,1,misscaled,c4_large_eraser_L.png,large,c,1,1234,15,5,c4_large_eraser_L.png,231733,433361,56,Man
16,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,16,k4,eraser,R,classroom,0,scaled,k4_small_eraser_R.png,small,m,1,1275,16,6,k4_small_eraser_R.png,231733,433361,56,Man
17,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,17,c10,saltshaker,L,kitchen,0,misscaled,c10_large_saltshaker_L.png,large,c,1,1464,17,7,c10_large_saltshaker_L.png,231733,433361,56,Man
18,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,18,k1,toaster,R,kitchen,1,scaled,k1_large_toaster_R.png,large,m,1,982,18,4,k1_large_toaster_R.png,231733,433361,56,Man
19,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,19,c2,binderclip,L,classroom,1,misscaled,c2_large_binderclip_L.png,large,c,1,1088,19,4,c2_large_binderclip_L.png,231733,433361,56,Man
20,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,20,k3,clipboard,R,classroom,0,misscaled,k3_small_clipboard_R.png,small,m,1,1625,20,3,k3_small_clipboard_R.png,231733,433361,56,Man
21,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,21,k6,kettle,L,kitchen,1,misscaled,k6_small_kettle_L.png,small,c,1,1040,21,1,k6_small_kettle_L.png,231733,433361,56,Man
22,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,22,k10,saltshaker,R,kitchen,1,scaled,k10_small_saltshaker_R.png,small,m,1,926,22,4,k10_small_saltshaker_R.png,231733,433361,56,Man
23,477007,OSSe5,v2,jsons/s2.json,1366,619,1366,768,9-2-2023,10-59-22,1,23,c7,laptop,L,classroom,1,scaled,c7_large_laptop_L.png,large,m,0,1638,23,4,c7_large_laptop_L.png,231733,433361,56,Man
