,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,0,c3,clipboard,R,classroom,1,scaled,c3_large_clipboard_R.png,large,m,1,1438,0,5,c3_large_clipboard_R.png,252282,296831,25,Woman
1,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,1,k7,laptop,L,classroom,0,misscaled,k7_small_laptop_L.png,small,c,1,1923,1,1,k7_small_laptop_L.png,252282,296831,25,Woman
2,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,2,c1,toaster,L,kitchen,0,misscaled,c1_small_toaster_L.png,small,c,1,1491,2,2,c1_small_toaster_L.png,252282,296831,25,Woman
3,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,3,k11,sponge,L,kitchen,1,scaled,k11_small_sponge_L.png,small,c,1,1378,3,2,k11_small_sponge_L.png,252282,296831,25,Woman
4,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,4,k0,spoon,L,kitchen,1,misscaled,k0_large_spoon_L.png,large,c,1,1490,4,4,k0_large_spoon_L.png,252282,296831,25,Woman
5,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,5,c6,kettle,R,kitchen,0,scaled,c6_large_kettle_R.png,large,m,1,1187,5,4,c6_large_kettle_R.png,252282,296831,25,Woman
6,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,6,k8,notebook,L,classroom,0,misscaled,k8_small_notebook_L.png,small,c,1,2179,6,3,k8_small_notebook_L.png,252282,296831,25,Woman
7,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,7,k9,pot,R,kitchen,1,misscaled,k9_small_pot_R.png,small,m,1,1571,7,1,k9_small_pot_R.png,252282,296831,25,Woman
8,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,8,k5,flashdrive,R,classroom,0,scaled,k5_small_flashdrive_R.png,small,m,1,1378,8,4,k5_small_flashdrive_R.png,252282,296831,25,Woman
9,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,9,c11,sponge,L,kitchen,0,misscaled,c11_large_sponge_L.png,large,c,1,1923,9,7,c11_large_sponge_L.png,252282,296831,25,Woman
10,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,10,c0,spoon,L,kitchen,0,scaled,c0_small_spoon_L.png,small,c,1,1410,10,4,c0_small_spoon_L.png,252282,296831,25,Woman
11,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,11,c5,flashdrive,R,classroom,1,misscaled,c5_large_flashdrive_R.png,large,m,1,1875,11,7,c5_large_flashdrive_R.png,252282,296831,25,Woman
12,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,12,k2,binderclip,R,classroom,0,scaled,k2_small_binderclip_R.png,small,m,1,1828,12,4,k2_small_binderclip_R.png,252282,296831,25,Woman
13,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,13,c8,notebook,L,classroom,1,scaled,c8_large_notebook_L.png,large,c,1,2212,13,5,c8_large_notebook_L.png,252282,296831,25,Woman
14,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,14,c9,pot,R,kitchen,0,scaled,c9_large_pot_R.png,large,m,1,1619,14,4,c9_large_pot_R.png,252282,296831,25,Woman
15,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,15,c4,eraser,L,classroom,1,misscaled,c4_large_eraser_L.png,large,c,1,1380,15,7,c4_large_eraser_L.png,252282,296831,25,Woman
16,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,16,k4,eraser,R,classroom,0,scaled,k4_small_eraser_R.png,small,m,1,1953,16,5,k4_small_eraser_R.png,252282,296831,25,Woman
17,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,17,c10,saltshaker,R,kitchen,0,misscaled,c10_large_saltshaker_R.png,large,m,1,1187,17,6,c10_large_saltshaker_R.png,252282,296831,25,Woman
18,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,18,k1,toaster,L,kitchen,1,scaled,k1_large_toaster_L.png,large,c,1,1091,18,4,k1_large_toaster_L.png,252282,296831,25,Woman
19,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,19,c2,binderclip,R,classroom,1,misscaled,c2_large_binderclip_R.png,large,m,1,1379,19,7,c2_large_binderclip_R.png,252282,296831,25,Woman
20,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,20,k3,clipboard,L,classroom,0,misscaled,k3_small_clipboard_L.png,small,c,1,1939,20,2,k3_small_clipboard_L.png,252282,296831,25,Woman
21,969552,OSSe5,v2,jsons/s2.json,1280,875,1280,1024,9-2-2023,11-5-45,1,21,k6,kettle,R,kitchen,1,misscaled,k6_small_kettle_R.png,small,m,1,1891,21,1,k6_small_kettle_R.png,252282,296831,25,Woman
