,subjID,experimentName,versionName,sequenceName,windowWidth,windowHeight,screenWidth,screenHeight,startDate,startTime,pracTries,trialNum,scene,object,side,objectCategory,objSceneSemCong,scale,image,presentationSize,keyPress,accuracy,RT,ratingTrialNum,rating,thisRatingTrialFile,experimentTime,totalTime,age,gender
0,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,0,k10,saltshaker,L,kitchen,1,misscaled,k10_large_saltshaker_L.png,large,c,1,3622,0,7,k10_large_saltshaker_L.png,257874,315864,30,Man
1,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,1,k9,pot,L,kitchen,1,scaled,k9_large_pot_L.png,large,c,1,1810,1,7,k9_large_pot_L.png,257874,315864,30,Man
2,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,2,k1,toaster,R,kitchen,1,misscaled,k1_small_toaster_R.png,small,m,1,1984,2,7,k1_small_toaster_R.png,257874,315864,30,Man
3,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,3,c1,toaster,L,kitchen,0,scaled,c1_large_toaster_L.png,large,c,1,2603,3,7,c1_large_toaster_L.png,257874,315864,30,Man
4,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,4,k11,sponge,R,kitchen,1,misscaled,k11_large_sponge_R.png,large,m,1,6258,4,7,k11_large_sponge_R.png,257874,315864,30,Man
5,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,5,k4,eraser,L,classroom,0,misscaled,k4_large_eraser_L.png,large,m,0,1690,5,7,k4_large_eraser_L.png,257874,315864,30,Man
6,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,6,c11,sponge,R,kitchen,0,scaled,c11_small_sponge_R.png,small,m,1,1490,6,4,c11_small_sponge_R.png,257874,315864,30,Man
7,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,7,k5,flashdrive,R,classroom,0,misscaled,k5_large_flashdrive_R.png,large,m,1,990,7,7,k5_large_flashdrive_R.png,257874,315864,30,Man
8,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,8,c2,binderclip,R,classroom,1,scaled,c2_small_binderclip_R.png,small,m,1,1456,8,7,c2_small_binderclip_R.png,257874,315864,30,Man
9,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,9,k0,spoon,L,kitchen,1,scaled,k0_small_spoon_L.png,small,c,1,1389,9,7,k0_small_spoon_L.png,257874,315864,30,Man
10,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,10,c8,notebook,L,classroom,1,misscaled,c8_small_notebook_L.png,small,c,1,2729,10,4,c8_small_notebook_L.png,257874,315864,30,Man
11,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,11,k3,clipboard,R,classroom,0,scaled,k3_large_clipboard_R.png,large,m,1,2175,11,7,k3_large_clipboard_R.png,257874,315864,30,Man
12,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,12,c7,laptop,L,classroom,1,misscaled,c7_small_laptop_L.png,small,c,1,3441,12,1,c7_small_laptop_L.png,257874,315864,30,Man
13,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,13,k2,binderclip,R,classroom,0,misscaled,k2_large_binderclip_R.png,large,m,1,3659,13,7,k2_large_binderclip_R.png,257874,315864,30,Man
14,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,14,c3,clipboard,R,classroom,1,misscaled,c3_small_clipboard_R.png,small,m,1,16506,14,4,c3_small_clipboard_R.png,257874,315864,30,Man
15,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,15,c0,spoon,L,kitchen,0,misscaled,c0_large_spoon_L.png,large,c,1,1562,15,7,c0_large_spoon_L.png,257874,315864,30,Man
16,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,16,c10,saltshaker,R,kitchen,0,scaled,c10_small_saltshaker_R.png,small,m,1,1001,16,4,c10_small_saltshaker_R.png,257874,315864,30,Man
17,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,17,k7,laptop,R,classroom,0,scaled,k7_large_laptop_R.png,large,m,1,1066,17,7,k7_large_laptop_R.png,257874,315864,30,Man
18,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,18,c5,flashdrive,R,classroom,1,scaled,c5_small_flashdrive_R.png,small,m,1,2490,18,7,c5_small_flashdrive_R.png,257874,315864,30,Man
19,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,19,c4,eraser,L,classroom,1,scaled,c4_small_eraser_L.png,small,c,1,1095,19,4,c4_small_eraser_L.png,257874,315864,30,Man
20,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,20,k8,notebook,L,classroom,0,scaled,k8_large_notebook_L.png,large,c,1,1531,20,7,k8_large_notebook_L.png,257874,315864,30,Man
21,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,21,c9,pot,R,kitchen,0,misscaled,c9_small_pot_R.png,small,m,1,1084,21,4,c9_small_pot_R.png,257874,315864,30,Man
22,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,22,k6,kettle,L,kitchen,1,scaled,k6_large_kettle_L.png,large,m,0,1216,22,7,k6_large_kettle_L.png,257874,315864,30,Man
23,469816,OSSe5,v2,jsons/s14.json,1366,619,1366,768,9-6-2023,11-28-33,1,23,c6,kettle,L,kitchen,0,misscaled,c6_small_kettle_L.png,small,c,1,1011,23,1,c6_small_kettle_L.png,257874,315864,30,Man
